,name,company,year,mileage,kms_driven,fuel_type,Price
5258,Honda BRV i-VTEC V,Honda,2017,16.0,17000,Petrol,950000.0
5259,Hyundai i20 Asta,Hyundai,2009,17.0,28000,Petrol,265000.0
5262,Maruti Celerio ZXI Optional,Maruti,2018,23.1,12278,Petrol,563000.0
5263,Hyundai Creta 1.6 SX,Hyundai,2018,15.8,17665,Petrol,1178000.0
5267,Mercedes-Benz CLA 200 D,Mercedes-Benz,2015,17.9,13500,Diesel,2551000.0
5268,Maruti Alto 800 LXI,Maruti,2017,22.74,30000,Petrol,310000.0
5269,Ford Endeavour 3.2 Titanium,Ford,2018,10.91,12000,Diesel,3350000.0
5271,Volkswagen Vento 1.6 Comfortline,Volkswagen,2014,16.09,38000,Petrol,349000.0
5272,Maruti Ertiga ZXI,Maruti,2012,17.5,25000,Petrol,515000.00000000006
5274,Volkswagen Polo 1.2 MPI,Volkswagen,2014,16.2,13710,Petrol,475000.0
5276,Maruti Celerio VXI,Maruti,2017,23.1,17000,Petrol,490000.00000000006
5280,Renault Pulse Petrol RxL,Renault,2016,18.06,40190,Petrol,425000.0
5281,Volkswagen Polo 1.5 TDI,Volkswagen,2016,20.14,29647,Diesel,630000.0
5282,Maruti Baleno RS Petrol,Maruti,2018,21.1,43639,Petrol,815000.0
5283,Hyundai i10 Magna,Hyundai,2012,20.36,37333,Petrol,322000.0
5284,Hyundai i20 1.2 Spotz,Hyundai,2018,18.6,48407,Petrol,765000.0
5285,BMW Z4 2009-2013 35i,BMW,2011,10.37,25000,Petrol,3000000.0
5287,Mini Cooper S Carbon,Mini,2012,13.6,18000,Petrol,2200000.0
5289,Maruti Ciaz ZXi Option,Maruti,2016,20.73,25418,Petrol,709000.0
5290,Maruti Swift Dzire ZDi,Maruti,2013,19.3,38995,Diesel,646000.0
5293,Audi Q7 3.0 TDI,Audi,2016,12.07,31075,Diesel,4979000.0
5294,Ford Figo 1.5D Trend,Ford,2015,25.83,4311,Diesel,480000.0
5295,BMW 3 Series Luxury,BMW,2017,21.76,21000,Diesel,3500000.0
5297,Maruti Wagon R LX,Maruti,2007,17.3,50000,Petrol,110000.00000000001
5298,Maruti Baleno Zeta 1.2,Maruti,2018,21.4,13000,Petrol,660000.0
5301,Volkswagen Polo 1.5 TDI,Volkswagen,2017,20.14,25000,Diesel,690000.0
5304,Audi A6 35 TDI,Audi,2015,18.53,20000,Diesel,3550000.0
5305,Hyundai Grand i10 1.2,Hyundai,2018,24.0,32663,Diesel,628000.0
5308,Hyundai EON Era Plus,Hyundai,2015,21.1,43993,Petrol,345000.0
5311,Volkswagen Polo 1.2 MPI,Volkswagen,2016,16.2,7523,Petrol,615000.0
5312,Maruti Eeco 7 Seater,Maruti,2014,15.1,34670,Petrol,290000.0
5313,Hyundai Grand i10 CRDi,Hyundai,2016,24.0,30000,Diesel,550000.0
5314,Ford Endeavour 3.2 Titanium,Ford,2017,10.91,17000,Diesel,3100000.0
5317,Hyundai i20 1.2 Asta,Hyundai,2016,18.6,19000,Petrol,725000.0
5318,Maruti Swift Dzire VXi,Maruti,2012,17.5,50000,Petrol,300000.0
5319,BMW 3 Series 320d,BMW,2015,22.69,47000,Diesel,2950000.0
5322,Ford Ecosport Signature Edition,Ford,2018,23.0,13000,Diesel,1090000.0
5323,Maruti Celerio ZXI MT,Maruti,2015,23.1,48808,Petrol,430000.0
5326,Honda City i VTEC,Honda,2016,17.8,34634,Petrol,690000.0
5328,Maruti Ritz LXi,Maruti,2011,18.5,33292,Petrol,319000.0
5330,Hyundai i20 Active SX,Hyundai,2019,17.19,1000,Petrol,860000.0
5333,Honda Amaze VX i-VTEC,Honda,2019,17.8,16573,Petrol,931000.0
5338,Maruti Alto 800 2016-2019,Maruti,2018,24.7,11000,Petrol,335000.0
5341,Volkswagen Ameo 1.5 TDI,Volkswagen,2016,21.66,20000,Diesel,675000.0
5343,Maruti Ciaz VXi Plus,Maruti,2015,20.73,41000,Petrol,585000.0
5344,Volkswagen Polo GT TSI,Volkswagen,2015,17.21,26323,Petrol,740000.0
5349,Honda City i VTEC,Honda,2016,17.4,29512,Petrol,790000.0
5353,Audi A4 2.0 TDI,Audi,2014,17.11,29063,Diesel,2575000.0
5354,Mahindra XUV500 W8 2WD,Mahindra,2018,16.0,46811,Diesel,1659000.0
5355,Renault Pulse Petrol RxZ,Renault,2014,18.06,31897,Petrol,469000.00000000006
5358,Honda City 1.5 S,Honda,2009,17.0,31423,Petrol,199000.0
5361,Volkswagen Polo 1.2 MPI,Volkswagen,2014,16.47,15000,Petrol,390000.0
5362,Hyundai i20 Active 1.2,Hyundai,2015,17.19,12000,Petrol,580000.0
5363,BMW 5 Series 2013-2017,BMW,2014,18.12,32000,Diesel,3050000.0
5364,Maruti Swift Dzire LDI,Maruti,2017,23.4,44504,Diesel,560000.0
5366,Maruti Swift LDI,Maruti,2015,28.4,39437,Diesel,515000.00000000006
5367,Hyundai Verna 1.6 CRDI,Hyundai,2017,19.08,36931,Diesel,948000.0
5368,Tata Nano XTA,Tata,2016,21.9,17800,Petrol,238000.0
5370,Hyundai i20 Asta Option,Hyundai,2015,18.6,45000,Petrol,550000.0
5372,Maruti Ciaz ZXi,Maruti,2015,20.73,48823,Petrol,635000.0
5373,Land Rover Range Rover,Land,2015,12.7,37000,Diesel,3600000.0
5375,Tata Zest Revotron 1.2T,Tata,2014,17.57,36000,Petrol,370000.0
5376,Mahindra XUV500 W10 1.99,Mahindra,2016,16.0,24569,Diesel,1350000.0
5378,Tata Nano Twist XT,Tata,2015,25.4,25811,Petrol,213000.0
5384,Hyundai Grand i10 1.2,Hyundai,2010,18.9,45252,Petrol,225000.0
5385,Maruti Baleno Zeta 1.2,Maruti,2017,21.4,10300,Petrol,675000.0
5386,Hyundai Verna 1.6 CRDi,Hyundai,2016,19.08,42024,Diesel,973000.0
5389,Maruti Ritz ZDi,Maruti,2015,23.2,42894,Diesel,559000.0
5392,Hyundai i20 2015-2017 Sportz,Hyundai,2017,18.6,10000,Petrol,650000.0
5393,Honda Brio E MT,Honda,2015,19.4,16000,Petrol,434999.99999999994
5394,Honda Amaze S i-Dtech,Honda,2013,25.8,46992,Diesel,375000.0
5397,Hyundai Grand i10 CRDi,Hyundai,2015,24.0,50000,Diesel,400000.0
5398,Nissan Micra Diesel XV,Nissan,2011,23.08,39010,Diesel,260000.0
5399,Hyundai Grand i10 Sportz,Hyundai,2016,18.9,26946,Petrol,445000.0
5400,Hyundai EON Era,Hyundai,2015,21.1,28700,Petrol,260000.0
5402,Land Rover Range Rover,Land,2014,12.7,38999,Diesel,3250000.0
5403,Mahindra Ssangyong Rexton RX7,Mahindra,2016,11.18,39000,Diesel,1385000.0
5404,Maruti Ciaz 1.4 Delta,Maruti,2018,20.73,7784,Petrol,876000.0
5405,Mercedes-Benz R-Class R350 4Matic,Mercedes-Benz,2014,11.8,45710,Petrol,2368000.0
5406,Maruti Dzire AMT VXI,Maruti,2017,22.0,42000,Petrol,550000.0
5411,BMW 3 Series Sport,BMW,2016,21.76,19000,Diesel,2999000.0
5412,Ford EcoSport 1.5 Ti,Ford,2018,18.88,13900,Petrol,950000.0
5414,Hyundai Santa Fe 4x4,Hyundai,2016,11.72,36000,Diesel,2300000.0
5418,Maruti Wagon R VXI,Maruti,2016,22.5,30000,Petrol,425000.0
5419,Mahindra XUV500 W10 2WD,Mahindra,2018,16.0,29907,Diesel,1636000.0
5420,Audi A4 2.0 TDI,Audi,2009,16.55,46000,Diesel,994999.9999999999
5422,Maruti Vitara Brezza ZDi,Maruti,2016,24.3,22000,Diesel,825000.0
5424,Hyundai i10 Era,Hyundai,2016,19.81,34952,Petrol,401000.0
5425,Honda WR-V Edge Edition,Honda,2019,17.5,13913,Petrol,819999.9999999999
5428,Mahindra XUV500 AT W10,Mahindra,2017,16.0,21000,Diesel,1650000.0
5433,Nissan Sunny XL CVT,Nissan,2014,17.97,32000,Petrol,799000.0
5438,Mercedes-Benz GLA Class 200,Mercedes-Benz,2016,17.9,26212,Diesel,2446000.0
5439,Tata Zest Revotron 1.2T,Tata,2014,17.57,23500,Petrol,390000.0
5441,Maruti Wagon R VXI,Maruti,2015,21.5,26000,Petrol,365000.0
5442,Hyundai Xcent 1.2 CRDi,Hyundai,2016,25.4,26000,Diesel,500000.0
5443,Honda City 1.5 S,Honda,2009,17.0,42000,Petrol,229999.99999999997
5448,Maruti Wagon R LX,Maruti,2006,18.9,40000,Petrol,200000.0
5450,Mercedes-Benz E-Class Facelift,Mercedes-Benz,2014,13.0,28000,Diesel,3175000.0
5451,Audi A6 2011-2015 35,Audi,2015,17.68,37500,Diesel,3200000.0
5452,Mercedes-Benz S Class 2005,Mercedes-Benz,2010,13.5,37000,Diesel,2100000.0
5455,Mahindra Scorpio S10 7,Mahindra,2018,15.4,27395,Diesel,1419000.0
5456,Maruti Wagon R VXI,Maruti,2017,22.5,35362,Petrol,385000.0
5458,Maruti Zen Estilo 1.1,Maruti,2010,18.2,23000,Petrol,190000.0
5465,Tata Nano Twist XT,Tata,2015,25.4,30676,Petrol,290000.0
5467,Volkswagen Vento IPL II,Volkswagen,2013,14.8,23627,Petrol,475000.0
5470,Renault KWID Climber 1.0,Renault,2018,22.5,14000,Petrol,450000.0
5471,Hyundai Grand i10 Asta,Hyundai,2015,18.9,26000,Petrol,425000.0
5473,Hyundai i20 1.4 Asta,Hyundai,2017,22.54,27000,Diesel,695000.0
5474,Maruti Alto K10 VXI,Maruti,2018,24.07,31919,Petrol,455999.99999999994
5475,Hyundai Creta 1.6 SX,Hyundai,2016,20.5,47392,Diesel,1382000.0
5476,Honda Amaze VX i-Vtech,Honda,2016,18.0,17362,Petrol,565000.0
5477,Hyundai i20 Active 1.4,Hyundai,2016,21.19,49716,Diesel,620000.0
5478,Maruti Celerio VXI,Maruti,2014,23.1,48000,Petrol,325000.0
5479,Audi A4 2.0 TDI,Audi,2009,16.55,46000,Diesel,850000.0
5482,Volkswagen Polo 1.2 MPI,Volkswagen,2016,16.2,29754,Petrol,530000.0
5486,Hyundai Creta 1.6 CRDi,Hyundai,2015,17.01,26000,Diesel,1265000.0
5487,Hyundai Grand i10 Magna,Hyundai,2016,18.9,22129,Petrol,425000.0
5495,Toyota Fortuner 4x2 Manual,Toyota,2015,13.0,40000,Diesel,1875000.0
5498,Maruti Dzire LDI,Maruti,2017,28.4,48000,Diesel,600000.0
5499,Hyundai Grand i10 Asta,Hyundai,2014,18.9,41000,Petrol,314000.0
5500,Renault KWID RXL,Renault,2016,25.17,26000,Petrol,254999.99999999997
5501,Tata Indigo CS eGLX,Tata,2012,15.64,30000,Petrol,229999.99999999997
5503,Porsche Cayenne 2009-2014 Diesel,Porsche,2015,15.15,47877,Diesel,4822000.0
5504,Maruti Alto K10 VXI,Maruti,2016,24.07,35000,Petrol,300000.0
5509,Mini Cooper 3 DOOR,Mini,2016,17.44,21110,Petrol,2895000.0
5512,Maruti Ertiga VDI,Maruti,2013,20.77,43486,Diesel,660000.0
5514,Mercedes-Benz New C-Class C,Mercedes-Benz,2010,11.7,34000,Petrol,1000000.0
5515,Mercedes-Benz New C-Class C,Mercedes-Benz,2016,14.84,37944,Diesel,3500000.0
5516,Ford Ecosport 1.5 DV5,Ford,2017,22.7,30000,Diesel,875000.0
5524,Nissan Micra XV CVT,Nissan,2015,19.15,34895,Petrol,459999.99999999994
5526,Honda City 1.5 V,Honda,2015,16.8,45000,Petrol,525000.0
5527,Honda Amaze E i-Dtech,Honda,2013,25.8,45000,Diesel,330000.0
5530,Hyundai Creta 1.6 CRDi,Hyundai,2016,19.67,37023,Diesel,1339000.0
5532,Toyota Innova Crysta 2.8,Toyota,2017,11.36,20789,Diesel,1836000.0
5534,Hyundai Creta 1.6 CRDi,Hyundai,2015,19.67,47250,Diesel,1100000.0
5537,Hyundai Creta 1.6 SX,Hyundai,2017,15.29,17702,Petrol,1194000.0
5538,Volkswagen Vento Sport 1.2,Volkswagen,2014,18.19,34987,Petrol,595000.0
5539,Honda City i DTec,Honda,2017,26.0,37000,Diesel,1100000.0
5540,Hyundai Creta 1.6 SX,Hyundai,2017,15.29,38271,Petrol,1253000.0
5541,Ford Figo Diesel Titanium,Ford,2012,20.0,32510,Diesel,375000.0
5546,Hyundai Grand i10 Sportz,Hyundai,2013,18.9,28000,Petrol,325000.0
5547,Mercedes-Benz GLA Class 200,Mercedes-Benz,2017,17.9,16500,Diesel,3400000.0
5549,Hyundai Creta 1.6 SX,Hyundai,2018,13.0,32854,Petrol,1260000.0
5550,Renault KWID RXT Optional,Renault,2019,25.17,6568,Petrol,509000.0
5551,Audi A4 3.0 TDI,Audi,2014,14.94,30000,Diesel,2450000.0
5552,Maruti Ciaz VDI SHVS,Maruti,2018,28.09,17804,Diesel,797000.0
5557,Volkswagen Vento 2013-2015 1.6,Volkswagen,2014,15.04,17000,Petrol,425000.0
5558,BMW 3 Series Luxury,BMW,2017,21.76,34232,Diesel,3584000.0000000005
5561,Hyundai i20 Asta 1.2,Hyundai,2014,18.6,31045,Petrol,565000.0
5563,Hyundai Creta 1.6 SX,Hyundai,2018,19.67,35480,Diesel,1334000.0
5565,Hyundai i20 Asta 1.4,Hyundai,2015,22.54,46162,Diesel,698000.0
5566,Hyundai Verna 1.6 SX,Hyundai,2014,17.01,9200,Petrol,575000.0
5571,Renault Duster 110PS Diesel,Renault,2013,19.64,42000,Diesel,800000.0
5572,Toyota Fortuner 2.8 2WD,Toyota,2019,12.9,28069,Diesel,3085000.0
5574,Maruti Celerio VXI AT,Maruti,2014,23.1,24300,Petrol,455000.0
5575,Maruti Ciaz ZDi Plus,Maruti,2015,26.21,47883,Diesel,740000.0
5576,Audi Q5 2008-2012 2.0,Audi,2013,12.8,12467,Diesel,2564000.0
5578,Ford Figo Petrol ZXI,Ford,2013,15.6,38000,Petrol,355000.0
5579,Hyundai Elantra CRDi SX,Hyundai,2018,22.7,35000,Diesel,1500000.0
5585,BMW 5 Series 2013-2017,BMW,2013,18.12,40714,Diesel,2475000.0
5591,BMW X1 xDrive 20d,BMW,2017,20.68,23000,Diesel,2875000.0
5595,Maruti Swift Dzire LDI,Maruti,2015,26.59,40000,Diesel,450000.0
5596,Maruti Wagon R ZXI,Maruti,2019,21.5,600,Petrol,625000.0
5599,Honda City i VTEC,Honda,2018,17.8,5000,Petrol,1011000.0
5600,Hyundai Verna 1.6 SX,Hyundai,2019,17.01,6028,Petrol,1154000.0
5604,Toyota Etios Cross 1.4,Toyota,2018,23.59,43127,Diesel,685000.0
5607,Volkswagen Polo 1.5 TDI,Volkswagen,2018,20.14,39861,Diesel,738000.0
5608,BMW 5 Series 520d,BMW,2017,22.48,16485,Diesel,4275000.0
5610,Hyundai Grand i10 Asta,Hyundai,2017,18.9,17489,Petrol,599000.0
5612,Maruti Baleno Zeta Automatic,Maruti,2016,21.4,35129,Petrol,700000.0
5613,Hyundai Creta 1.6 SX,Hyundai,2016,13.0,22982,Petrol,1095000.0
5615,Tata Tigor XE Diesel,Tata,2017,24.7,16235,Diesel,550000.0
5622,Toyota Etios 1.4 VXD,Toyota,2018,23.59,3000,Diesel,790000.0
5624,Nissan Sunny 2011-2014 Diesel,Nissan,2012,21.64,47000,Diesel,400000.0
5625,Honda City 1.5 V,Honda,2012,17.0,42000,Petrol,475000.0
5626,Hyundai Elite i20 Diesel,Hyundai,2018,22.54,6820,Diesel,765000.0
5628,Honda Amaze S i-Vtech,Honda,2016,18.0,39854,Petrol,564000.0
5629,Volkswagen Polo Petrol Comfortline,Volkswagen,2013,16.47,24000,Petrol,295000.0
5631,Ford Endeavour 3.0L 4X4,Ford,2012,11.4,45840,Diesel,841000.0
5635,Hyundai Verna 1.6 SX,Hyundai,2013,17.1,49000,Petrol,450000.0
5639,Skoda Rapid 1.6 MPI,Skoda,2015,15.0,33000,Petrol,560000.0
5643,Hyundai Creta 1.6 CRDi,Hyundai,2016,19.67,29000,Diesel,1260000.0
5644,Hyundai i20 Magna Optional,Hyundai,2014,18.5,42315,Petrol,479000.0
5645,Maruti Wagon R LXI,Maruti,2015,26.6,22001,CNG,365000.0
5649,Maruti Swift Dzire LXI,Maruti,2015,20.85,24296,Petrol,465000.00000000006
5650,Honda City 1.5 V,Honda,2014,16.8,40000,Petrol,649000.0
5652,Hyundai Verna 1.6 SX,Hyundai,2016,17.01,35000,Petrol,740000.0
5653,Renault KWID RXT,Renault,2016,25.17,41000,Petrol,325000.0
5656,Hyundai i20 1.2 Asta,Hyundai,2017,18.6,9000,Petrol,685000.0
5660,Toyota Etios VD SP,Toyota,2014,23.59,45155,Diesel,650000.0
5661,Honda Jazz 1.2 V,Honda,2018,19.0,20026,Petrol,927000.0
5663,Mercedes-Benz CLA 200 D,Mercedes-Benz,2019,17.9,15976,Diesel,3676000.0
5664,Skoda Octavia Elegance 1.8,Skoda,2017,14.7,30523,Petrol,1707999.9999999998
5665,Chevrolet Beat Diesel LS,Chevrolet,2013,25.44,26300,Diesel,280000.0
5668,Honda City V MT,Honda,2011,16.8,46000,Petrol,415000.00000000006
5669,Volkswagen Vento 1.5 TDI,Volkswagen,2017,20.64,28000,Diesel,1000000.0
5670,Hyundai Grand i10 1.2,Hyundai,2017,18.9,46000,Petrol,475000.0
5671,Renault KWID AMT RXL,Renault,2017,24.04,33000,Petrol,320000.0
5672,Maruti Alto 800 LXI,Maruti,2017,22.74,27718,Petrol,328000.0
5674,Maruti Baleno Zeta,Maruti,2018,21.4,33150,Petrol,739000.0
5680,Maruti Omni 5 Seater,Maruti,2019,14.0,4721,Petrol,411000.00000000006
5681,Mitsubishi Pajero Sport Anniversary,Mitsubishi,2014,13.5,39163,Diesel,1470000.0
5684,Ford Figo 2015-2019 1.5D,Ford,2017,25.83,36154,Diesel,641000.0
5685,Honda City i-VTEC VX,Honda,2012,17.4,34000,Petrol,575000.0
5687,Hyundai Creta 1.4 CRDi,Hyundai,2015,21.38,32000,Diesel,1025000.0
5689,Audi A4 2.0 TDI,Audi,2014,16.55,37600,Diesel,2250000.0
5690,Hyundai i10 Magna 1.1,Hyundai,2015,19.81,31965,Petrol,355000.0
5692,BMW 7 Series 730Ld,BMW,2013,16.46,38000,Diesel,4500000.0
5693,Hyundai Verna 1.6 SX,Hyundai,2017,17.01,41534,Petrol,799000.0
5695,Chevrolet Aveo 1.4 LS,Chevrolet,2007,14.49,42000,Petrol,75000.0
5697,Hyundai i20 1.4 Sportz,Hyundai,2018,22.54,40175,Diesel,636000.0
5698,Honda BRV i-VTEC V,Honda,2017,16.0,16503,Petrol,950000.0
5699,Hyundai Xcent 1.2 Kappa,Hyundai,2017,19.1,15029,Petrol,605000.0
5700,Maruti Alto 800 CNG,Maruti,2013,30.46,26200,CNG,215000.0
5702,Maruti Alto LXi,Maruti,2007,19.7,18700,Petrol,125000.0
5705,Honda City i-VTEC CVT,Honda,2019,18.0,22321,Petrol,1166000.0
5707,Maruti Wagon R LXI,Maruti,2015,20.51,36428,Petrol,310000.0
5709,Honda Amaze S i-Vtech,Honda,2015,18.0,47234,Petrol,509000.0
5713,Mercedes-Benz B Class B180,Mercedes-Benz,2013,14.8,30000,Petrol,1100000.0
5717,BMW X1 xDrive 20d,BMW,2018,20.68,30733,Diesel,2930000.0
5718,Mercedes-Benz E-Class 2009-2013 E350,Mercedes-Benz,2009,10.93,43600,Petrol,1024000.0
5720,Honda Brio VX AT,Honda,2014,16.5,39000,Petrol,349000.0
5726,Mahindra KUV 100 G80,Mahindra,2018,18.15,42000,Petrol,550000.0
5727,Hyundai i20 Sportz Option,Hyundai,2019,18.6,12800,Petrol,767000.0
5732,Maruti Baleno Delta 1.2,Maruti,2017,21.4,27000,Petrol,450000.0
5733,Hyundai Santa Fe 4WD,Hyundai,2016,13.01,45794,Diesel,2067000.0000000002
5735,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2018,15.0,41467,Diesel,3797999.9999999995
5736,Hyundai Santro Xing GLS,Hyundai,2009,17.92,42000,Petrol,145000.0
5739,Honda City i-VTEC V,Honda,2018,17.4,11732,Petrol,1007000.0
5740,Nissan Terrano XL Plus,Nissan,2016,20.45,37000,Diesel,650000.0
5741,BMW 3 Series 320d,BMW,2015,18.88,30000,Diesel,2200000.0
5747,Toyota Innova Crysta 2.4,Toyota,2017,13.68,31000,Diesel,1695000.0
5748,Maruti Baleno Zeta 1.2,Maruti,2017,21.4,43917,Petrol,680000.0
5749,Hyundai Santro Xing XL,Hyundai,2007,17.0,46707,Petrol,99000.0
5753,Honda City i VTEC,Honda,2015,17.8,24398,Petrol,790000.0
5755,Honda Brio 1.2 S,Honda,2012,18.5,40315,Petrol,275000.0
5758,Hyundai Creta 1.6 CRDi,Hyundai,2017,19.67,30519,Diesel,1281000.0
5759,Tata Tiago 1.2 Revotron,Tata,2019,23.84,20712,Petrol,694000.0
5760,Mahindra XUV500 W6 2WD,Mahindra,2015,16.0,48000,Diesel,944999.9999999999
5762,Mercedes-Benz B Class B180,Mercedes-Benz,2013,14.8,32000,Petrol,1100000.0
5765,BMW 6 Series Gran,BMW,2013,17.54,30000,Diesel,4500000.0
5766,Audi A4 2.0 TDI,Audi,2014,17.11,40000,Diesel,2200000.0
5767,Hyundai i20 Asta Option,Hyundai,2015,18.6,36000,Petrol,490000.00000000006
5770,Hyundai i10 Sportz,Hyundai,2011,20.36,39000,Petrol,260000.0
5771,Jaguar XF 3.0 Litre,Jaguar,2012,14.74,35000,Diesel,2900000.0
5772,Maruti Swift Dzire VXi,Maruti,2010,17.5,49900,Petrol,330000.0
5774,Hyundai i20 Asta 1.4,Hyundai,2012,21.27,33249,Diesel,325000.0
5776,Toyota Innova 2.5 VX,Toyota,2015,12.99,45000,Diesel,1325000.0
5777,Tata Tiago 1.2 Revotron,Tata,2017,23.84,22000,Petrol,480000.0
5778,Renault KWID RXL,Renault,2019,25.17,7858,Petrol,380000.0
5780,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2016,13.0,41082,Diesel,3876000.0
5784,Honda Amaze VX Petrol,Honda,2014,19.5,21000,Petrol,475000.0
5785,Volkswagen Polo 1.2 MPI,Volkswagen,2016,18.78,27000,Petrol,450000.0
5786,Hyundai i10 Magna 1.2,Hyundai,2012,20.36,29000,Petrol,235000.0
5787,Renault Pulse RxL,Renault,2014,23.08,48425,Diesel,340000.0
5788,Volkswagen Vento 1.5 TDI,Volkswagen,2016,21.5,19000,Diesel,1000000.0
5794,Skoda Rapid 1.6 MPI,Skoda,2019,15.41,21214,Petrol,966000.0
5795,Hyundai i10 Sportz 1.2,Hyundai,2015,20.36,28000,Petrol,340000.0
5796,Mahindra KUV 100 mFALCON,Mahindra,2017,18.15,29085,Petrol,584000.0
5797,Maruti Celerio VXI AMT,Maruti,2016,23.1,30000,Petrol,380000.0
5798,Maruti A-Star AT VXI,Maruti,2012,16.98,32910,Petrol,250000.0
5799,Honda City i DTEC,Honda,2015,25.1,30000,Diesel,695000.0
5800,Skoda Superb 1.8 TSI,Skoda,2010,12.6,35102,Petrol,550000.0
5801,Hyundai Grand i10 Sportz,Hyundai,2017,18.9,22831,Petrol,619000.0
5803,Hyundai Grand i10 Magna,Hyundai,2015,18.9,21000,Petrol,375000.0
5804,Ford EcoSport 1.5 TDCi,Ford,2018,22.77,37160,Diesel,946000.0000000001
5805,Nissan Sunny 2011-2014 XL,Nissan,2011,16.95,41000,Petrol,300000.0
5806,Ford Figo Aspire 1.5,Ford,2016,25.83,37294,Diesel,575000.0
5808,Renault KWID RXT Optional,Renault,2017,25.17,21954,Petrol,370000.0
5809,Honda Brio EX MT,Honda,2014,19.4,50000,Petrol,250000.0
5816,Hyundai i20 1.4 Sportz,Hyundai,2018,22.54,30000,Diesel,775000.0
5818,Renault KWID RXT Optional,Renault,2018,25.17,1617,Petrol,429000.0
5820,Toyota Innova Crysta 2.4,Toyota,2017,13.68,20000,Diesel,1650000.0
5830,Maruti Baleno Delta 1.3,Maruti,2018,27.39,17810,Diesel,850000.0
5831,Mercedes-Benz New C-Class C,Mercedes-Benz,2011,14.84,42408,Diesel,1048000.0
5834,BMW 5 Series 525d,BMW,2013,16.73,35000,Diesel,2100000.0
5836,Skoda Octavia 2.0 TDI,Skoda,2015,19.5,27000,Diesel,1495000.0
5840,Maruti Celerio ZXI AT,Maruti,2015,23.1,40337,Petrol,445000.0
5842,Hyundai Grand i10 CRDi,Hyundai,2016,24.0,50000,Diesel,550000.0
5843,Hyundai Grand i10 1.2,Hyundai,2016,18.9,28147,Petrol,507000.0
5844,Hyundai Grand i10 Sportz,Hyundai,2015,18.9,20000,Petrol,385000.0
5845,Hyundai Elite i20 Petrol,Hyundai,2016,18.6,11000,Petrol,795000.0
5847,Maruti Alto K10 2010-2014,Maruti,2014,20.92,36967,Petrol,364000.0
5849,Mahindra Thar CRDe AC,Mahindra,2019,16.55,16392,Diesel,1036000.0
5852,Mercedes-Benz GL-Class 2007 2012,Mercedes-Benz,2015,12.0,48600,Diesel,4850000.0
5855,Volkswagen Vento Magnific 1.6,Volkswagen,2013,15.04,49106,Petrol,440000.00000000006
5856,Skoda Superb L&K 2.0,Skoda,2017,18.19,35000,Diesel,2575000.0
5858,Maruti Wagon R VXI,Maruti,2011,18.9,37000,Petrol,210000.0
5859,Renault KWID RXT,Renault,2017,25.17,32587,Petrol,371000.0
5861,Maruti Vitara Brezza ZDi,Maruti,2017,24.3,21248,Diesel,944000.0
5862,Hyundai Santro Xing XO,Hyundai,2006,17.0,47200,Petrol,120000.0
5863,Mercedes-Benz E-Class 200 Kompressor,Mercedes-Benz,2014,10.5,40000,Petrol,2400000.0
5865,Maruti Ertiga VXI CNG,Maruti,2017,17.5,23700,CNG,825000.0
5867,Hyundai Grand i10 Asta,Hyundai,2014,18.9,37000,Petrol,345000.0
5871,Maruti Alto K10 VXI,Maruti,2017,24.07,20000,Petrol,400000.0
5872,Hyundai i20 Sportz 1.2,Hyundai,2015,18.6,42000,Petrol,580000.0
5873,Maruti Swift Dzire VDI,Maruti,2014,23.4,28000,Diesel,465000.00000000006
5875,Ford EcoSport 1.5 Ti,Ford,2015,15.63,23000,Petrol,680000.0
5876,Honda City i DTEC,Honda,2016,25.1,36000,Diesel,1025000.0
5879,Hyundai i20 Diesel Asta,Hyundai,2018,22.54,31000,Diesel,775000.0
5883,Hyundai Creta 1.6 SX,Hyundai,2018,15.8,9900,Petrol,1320000.0
5885,Toyota Etios V,Toyota,2017,16.78,27100,Petrol,637000.0
5886,Toyota Etios V,Toyota,2015,16.78,12000,Petrol,450000.0
5887,Renault Duster 110PS Diesel,Renault,2013,19.01,29000,Diesel,650000.0
5892,Maruti Ciaz 1.4 AT,Maruti,2017,19.12,15234,Petrol,994999.9999999999
5893,Ford Ecosport 1.5 DV5,Ford,2015,22.7,44000,Diesel,735000.0
5896,Renault Duster 110PS Diesel,Renault,2017,19.6,34686,Diesel,1186000.0
5904,Chevrolet Enjoy Petrol LS,Chevrolet,2014,13.7,18000,Petrol,335000.0
5905,Hyundai Accent GLE,Hyundai,2005,13.2,50000,Petrol,70000.0
5906,Mercedes-Benz New C-Class C,Mercedes-Benz,2012,14.74,33000,Petrol,1600000.0
5907,Renault Duster 85PS Diesel,Renault,2014,20.45,30000,Diesel,800000.0
5910,Mercedes-Benz E-Class 2015-2017 E250,Mercedes-Benz,2016,13.0,21000,Diesel,3600000.0
5912,Skoda Superb Style 2.0,Skoda,2017,18.19,42000,Diesel,2299000.0
5913,Mahindra Scorpio 1.99 S4,Mahindra,2017,15.4,26741,Diesel,1008000.0
5916,Audi Q5 3.0 TDI,Audi,2018,13.22,29091,Diesel,4552000.0
5917,Mahindra NuvoSport N6,Mahindra,2018,17.45,37323,Diesel,729000.0
5919,Maruti Swift Dzire VXI,Maruti,2015,20.85,49900,Petrol,480000.0
